city,day_bucket,hour,n_orders,n_surge,avg_value,surge_rate,demand_pct_within_city,surge_pct_within_city,class
Bangalore,weekday,20,800,377,327.03875,0.47125,0.9791666666666666,0.9375,ALIGNED
Bangalore,weekday,21,597,265,335.2830820770519,0.4438860971524288,0.9166666666666666,0.9166666666666666,ALIGNED
Bangalore,weekday,22,303,13,323.5874587458746,0.0429042904290429,0.75,0.20833333333333334,SUPPLY_GAP
Bangalore,weekday,23,108,2,343.0740740740741,0.018518518518518517,0.4270833333333333,0.0625,ALIGNED
Bangalore,weekend,0,18,0,423.44444444444446,0.0,0.020833333333333332,0.03125,ALIGNED
Bangalore,weekend,1,22,3,389.22727272727275,0.13636363636363635,0.10416666666666667,0.7604166666666666,WASTE
Bangalore,weekend,2,21,1,311.9047619047619,0.047619047619047616,0.07291666666666667,0.28125,ALIGNED
Bangalore,weekend,3,20,1,458.45,0.05,0.041666666666666664,0.3333333333333333,ALIGNED
Bangalore,weekend,4,21,1,405.1904761904762,0.047619047619047616,0.07291666666666667,0.28125,ALIGNED
Bangalore,weekend,5,44,3,345.0681818181818,0.06818181818181818,0.16666666666666666,0.5208333333333334,WASTE
Bangalore,weekend,6,72,7,349.09722222222223,0.09722222222222222,0.2708333333333333,0.6666666666666666,WASTE
Bangalore,weekend,7,85,11,322.2352941176471,0.12941176470588237,0.2916666666666667,0.7291666666666666,WASTE
Bangalore,weekend,8,88,12,351.64772727272725,0.13636363636363635,0.3125,0.7604166666666666,WASTE
Bangalore,weekend,9,94,9,333.71276595744683,0.09574468085106383,0.3333333333333333,0.6458333333333334,WASTE
Bangalore,weekend,10,129,6,327.8759689922481,0.046511627906976744,0.4791666666666667,0.23958333333333334,ALIGNED
Bangalore,weekend,11,141,13,316.8156028368794,0.09219858156028368,0.5,0.6041666666666666,WASTE
Bangalore,weekend,12,285,116,339.6456140350877,0.4070175438596491,0.6875,0.875,ALIGNED
Bangalore,weekend,13,286,110,327.45104895104896,0.38461538461538464,0.7083333333333334,0.8541666666666666,ALIGNED
Bangalore,weekend,14,162,17,345.0679012345679,0.10493827160493827,0.5625,0.7083333333333334,ALIGNED
Bangalore,weekend,15,108,10,333.1574074074074,0.09259259259259259,0.4270833333333333,0.625,WASTE
Bangalore,weekend,16,99,8,308.90909090909093,0.08080808080808081,0.3541666666666667,0.5833333333333334,WASTE
Bangalore,weekend,17,104,8,335.3173076923077,0.07692307692307693,0.3958333333333333,0.5625,WASTE
Bangalore,weekend,18,241,16,332.850622406639,0.06639004149377593,0.625,0.5,ALIGNED
Bangalore,weekend,19,349,254,324.69627507163324,0.7277936962750716,0.8333333333333334,0.9583333333333334,ALIGNED
Bangalore,weekend,20,305,229,338.6327868852459,0.7508196721311475,0.7708333333333334,1.0,ALIGNED
Bangalore,weekend,21,234,172,341.65811965811963,0.7350427350427351,0.6041666666666666,0.9791666666666666,ALIGNED
Bangalore,weekend,22,120,7,357.90833333333336,0.058333333333333334,0.4583333333333333,0.3958333333333333,ALIGNED
Bangalore,weekend,23,27,4,276.6666666666667,0.14814814814814814,0.125,0.7916666666666666,WASTE
Chennai,weekday,0,29,1,350.7586206896552,0.034482758620689655,0.2708333333333333,0.2708333333333333,ALIGNED
Chennai,weekday,1,28,0,367.2142857142857,0.0,0.25,0.07291666666666667,ALIGNED
Chennai,weekday,2,19,0,285.7368421052632,0.0,0.125,0.07291666666666667,ALIGNED
Chennai,weekday,3,21,0,285.3809523809524,0.0,0.14583333333333334,0.07291666666666667,ALIGNED
Chennai,weekday,4,26,1,372.2307692307692,0.038461538461538464,0.22916666666666666,0.2916666666666667,ALIGNED
Chennai,weekday,5,37,0,323.5135135135135,0.0,0.3125,0.07291666666666667,ALIGNED
Chennai,weekday,6,74,1,277.3378378378378,0.013513513513513514,0.5416666666666666,0.14583333333333334,ALIGNED
Chennai,weekday,7,89,9,356.6179775280899,0.10112359550561797,0.5625,0.6458333333333334,ALIGNED
Chennai,weekday,8,114,5,315.8859649122807,0.043859649122807015,0.6458333333333334,0.3125,ALIGNED
Chennai,weekday,9,132,2,362.2121212121212,0.015151515151515152,0.7083333333333334,0.16666666666666666,ALIGNED
Chennai,weekday,10,140,3,343.3285714285714,0.02142857142857143,0.75,0.1875,SUPPLY_GAP
Chennai,weekday,11,171,11,348.80116959064327,0.06432748538011696,0.8541666666666666,0.4583333333333333,SUPPLY_GAP
Chennai,weekday,12,323,81,339.86687306501545,0.25077399380804954,0.9375,0.8333333333333334,ALIGNED
Chennai,weekday,13,327,81,326.3639143730887,0.24770642201834864,0.9583333333333334,0.8125,ALIGNED
Chennai,weekday,14,165,5,318.8787878787879,0.030303030303030304,0.8333333333333334,0.25,SUPPLY_GAP
Chennai,weekday,15,135,8,321.34814814814814,0.05925925925925926,0.7291666666666666,0.4166666666666667,ALIGNED
Chennai,weekday,16,119,8,347.16806722689074,0.06722689075630252,0.6666666666666666,0.5,ALIGNED
Chennai,weekday,17,128,6,346.2109375,0.046875,0.6875,0.3958333333333333,ALIGNED
Chennai,weekday,18,244,15,325.17622950819674,0.06147540983606557,0.8958333333333334,0.4375,SUPPLY_GAP
Chennai,weekday,19,408,196,330.4436274509804,0.4803921568627451,1.0,0.9375,ALIGNED
Chennai,weekday,20,350,166,330.79714285714283,0.4742857142857143,0.9791666666666666,0.9166666666666666,ALIGNED
Chennai,weekday,21,303,124,329.2277227722772,0.40924092409240925,0.9166666666666666,0.875,ALIGNED
Chennai,weekday,22,148,12,347.3445945945946,0.08108108108108109,0.7708333333333334,0.5416666666666666,ALIGNED
Chennai,weekday,23,42,1,332.3095238095238,0.023809523809523808,0.3333333333333333,0.20833333333333334,ALIGNED
Chennai,weekend,0,9,1,298.0,0.1111111111111111,0.052083333333333336,0.6979166666666666,WASTE
Chennai,weekend,1,11,1,312.8181818181818,0.09090909090909091,0.10416666666666667,0.5833333333333334,WASTE
Chennai,weekend,2,9,1,312.22222222222223,0.1111111111111111,0.052083333333333336,0.6979166666666666,WASTE
Chennai,weekend,3,10,1,309.9,0.1,0.08333333333333333,0.6145833333333334,WASTE
Chennai,weekend,4,7,0,404.2857142857143,0.0,0.020833333333333332,0.07291666666666667,ALIGNED
Chennai,weekend,5,22,1,361.45454545454544,0.045454545454545456,0.17708333333333334,0.3645833333333333,ALIGNED
Chennai,weekend,6,25,3,415.96,0.12,0.20833333333333334,0.7291666666666666,WASTE
Chennai,weekend,7,30,3,324.9,0.1,0.2916666666666667,0.6145833333333334,WASTE
Chennai,weekend,8,45,3,366.44444444444446,0.06666666666666667,0.375,0.4791666666666667,ALIGNED
Chennai,weekend,9,63,0,319.3174603174603,0.0,0.4375,0.07291666666666667,ALIGNED
Chennai,weekend,10,67,2,339.95522388059703,0.029850746268656716,0.4895833333333333,0.22916666666666666,ALIGNED
Chennai,weekend,11,67,3,336.85074626865674,0.04477611940298507,0.4895833333333333,0.3333333333333333,ALIGNED
Chennai,weekend,12,109,39,344.22935779816515,0.3577981651376147,0.6041666666666666,0.8541666666666666,ALIGNED
Chennai,weekend,13,151,70,309.94039735099335,0.46357615894039733,0.7916666666666666,0.8958333333333334,ALIGNED
Chennai,weekend,14,68,6,337.13235294117646,0.08823529411764706,0.5208333333333334,0.5625,ALIGNED
Chennai,weekend,15,64,7,282.0625,0.109375,0.4583333333333333,0.6666666666666666,WASTE
Chennai,weekend,16,44,6,311.25,0.13636363636363635,0.3541666666666667,0.7916666666666666,WASTE
Chennai,weekend,17,48,6,316.7708333333333,0.125,0.4166666666666667,0.75,WASTE
Chennai,weekend,18,105,8,305.2857142857143,0.0761904761904762,0.5833333333333334,0.5208333333333334,ALIGNED
Chennai,weekend,19,153,105,346.01307189542484,0.6862745098039216,0.8125,0.9791666666666666,ALIGNED
Chennai,weekend,20,173,116,338.5028901734104,0.6705202312138728,0.875,0.9583333333333334,ALIGNED
Chennai,weekend,21,111,81,326.14414414414415,0.7297297297297297,0.625,1.0,ALIGNED
Chennai,weekend,22,46,6,347.39130434782606,0.13043478260869565,0.3958333333333333,0.7708333333333334,WASTE
Chennai,weekend,23,22,1,280.04545454545456,0.045454545454545456,0.17708333333333334,0.3645833333333333,ALIGNED
Delhi,weekday,0,37,4,311.0,0.10810810810810811,0.22916666666666666,0.6875,WASTE
Delhi,weekday,1,35,0,361.37142857142857,0.0,0.20833333333333334,0.041666666666666664,ALIGNED
Delhi,weekday,2,25,2,400.64,0.08,0.14583333333333334,0.625,WASTE
Delhi,weekday,3,33,3,334.4848484848485,0.09090909090909091,0.1875,0.6458333333333334,WASTE
Delhi,weekday,4,38,2,369.60526315789474,0.05263157894736842,0.25,0.4166666666666667,ALIGNED
Delhi,weekday,5,79,3,318.60759493670884,0.0379746835443038,0.375,0.16666666666666666,ALIGNED
Delhi,weekday,6,106,2,349.00943396226415,0.018867924528301886,0.5,0.08333333333333333,ALIGNED
Delhi,weekday,7,146,10,348.6232876712329,0.0684931506849315,0.5625,0.5416666666666666,ALIGNED
Delhi,weekday,8,187,9,322.1283422459893,0.0481283422459893,0.6458333333333334,0.3541666666666667,ALIGNED
Delhi,weekday,9,203,9,325.85221674876846,0.04433497536945813,0.6875,0.2916666666666667,ALIGNED
Delhi,weekday,10,255,14,324.6862745098039,0.054901960784313725,0.8125,0.4375,SUPPLY_GAP
Delhi,weekday,11,266,12,347.6578947368421,0.045112781954887216,0.8333333333333334,0.3125,SUPPLY_GAP
Delhi,weekday,12,540,125,329.52592592592595,0.23148148148148148,0.9375,0.8125,ALIGNED
Delhi,weekday,13,562,140,329.11209964412814,0.2491103202846975,0.9583333333333334,0.8333333333333334,ALIGNED
Delhi,weekday,14,284,20,331.193661971831,0.07042253521126761,0.875,0.5625,ALIGNED
Delhi,weekday,15,220,8,343.8772727272727,0.03636363636363636,0.7291666666666666,0.14583333333333334,ALIGNED
Delhi,weekday,16,179,10,324.56424581005587,0.055865921787709494,0.5833333333333334,0.4583333333333333,ALIGNED
Delhi,weekday,17,206,8,333.80582524271847,0.038834951456310676,0.7083333333333334,0.1875,ALIGNED
Delhi,weekday,18,442,21,328.21493212669685,0.04751131221719457,0.8958333333333334,0.3333333333333333,SUPPLY_GAP
Delhi,weekday,19,626,280,317.720447284345,0.4472843450479233,1.0,0.9166666666666666,ALIGNED
Delhi,weekday,20,597,278,336.14070351758795,0.4656616415410385,0.9791666666666666,0.9375,ALIGNED
Delhi,weekday,21,459,195,332.77995642701524,0.42483660130718953,0.9166666666666666,0.8958333333333334,ALIGNED
Delhi,weekday,22,191,8,335.42931937172773,0.041884816753926704,0.6666666666666666,0.22916666666666666,ALIGNED
Delhi,weekday,23,68,3,346.4852941176471,0.04411764705882353,0.3229166666666667,0.2708333333333333,ALIGNED
Delhi,weekend,0,9,1,431.77777777777777,0.1111111111111111,0.041666666666666664,0.71875,WASTE
Delhi,weekend,1,18,2,388.44444444444446,0.1111111111111111,0.10416666666666667,0.71875,WASTE
Delhi,weekend,2,16,1,290.125,0.0625,0.08333333333333333,0.5208333333333334,WASTE
Delhi,weekend,3,7,0,288.85714285714283,0.0,0.020833333333333332,0.041666666666666664,ALIGNED
Delhi,weekend,4,13,1,292.6923076923077,0.07692307692307693,0.0625,0.6041666666666666,WASTE
Delhi,weekend,5,23,0,396.69565217391306,0.0,0.125,0.041666666666666664,ALIGNED
Delhi,weekend,6,41,2,320.3170731707317,0.04878048780487805,0.2708333333333333,0.375,ALIGNED
Delhi,weekend,7,47,2,352.3191489361702,0.0425531914893617,0.2916666666666667,0.25,ALIGNED
Delhi,weekend,8,74,2,313.0945945945946,0.02702702702702703,0.3541666666666667,0.125,ALIGNED
Delhi,weekend,9,92,9,323.2173913043478,0.09782608695652174,0.4166666666666667,0.6666666666666666,WASTE
Delhi,weekend,10,96,14,341.9791666666667,0.14583333333333334,0.46875,0.7916666666666666,WASTE
Delhi,weekend,11,120,5,312.23333333333335,0.041666666666666664,0.5416666666666666,0.20833333333333334,ALIGNED
Delhi,weekend,12,229,79,331.4759825327511,0.34497816593886466,0.75,0.8541666666666666,ALIGNED
Delhi,weekend,13,239,93,340.4979079497908,0.3891213389121339,0.7916666666666666,0.875,ALIGNED
Delhi,weekend,14,118,7,335.6779661016949,0.059322033898305086,0.5208333333333334,0.5,ALIGNED
Delhi,weekend,15,96,7,309.3229166666667,0.07291666666666667,0.46875,0.5833333333333334,WASTE
Delhi,weekend,16,68,4,335.3970588235294,0.058823529411764705,0.3229166666666667,0.4791666666666667,ALIGNED
Delhi,weekend,17,94,11,358.7340425531915,0.11702127659574468,0.4375,0.75,WASTE
Delhi,weekend,18,184,9,315.32608695652175,0.04891304347826087,0.625,0.3958333333333333,ALIGNED
Delhi,weekend,19,267,191,330.812734082397,0.7153558052434457,0.8541666666666666,0.9791666666666666,ALIGNED
Delhi,weekend,20,238,170,317.7268907563025,0.7142857142857143,0.7708333333333334,0.9583333333333334,ALIGNED
Delhi,weekend,21,182,141,308.7637362637363,0.7747252747252747,0.6041666666666666,1.0,ALIGNED
Delhi,weekend,22,85,2,355.56470588235294,0.023529411764705882,0.3958333333333333,0.10416666666666667,ALIGNED
Delhi,weekend,23,31,4,288.35483870967744,0.12903225806451613,0.16666666666666666,0.7708333333333334,WASTE
Hyderabad,weekday,0,22,2,410.3181818181818,0.09090909090909091,0.125,0.6770833333333334,WASTE
Hyderabad,weekday,1,28,3,330.5,0.10714285714285714,0.16666666666666666,0.7291666666666666,WASTE
Hyderabad,weekday,2,30,2,359.8333333333333,0.06666666666666667,0.1875,0.5625,WASTE
Hyderabad,weekday,3,33,2,319.6666666666667,0.06060606060606061,0.22916666666666666,0.46875,ALIGNED
Hyderabad,weekday,4,33,2,344.93939393939394,0.06060606060606061,0.22916666666666666,0.46875,ALIGNED
Hyderabad,weekday,5,44,2,360.8636363636364,0.045454545454545456,0.3125,0.22916666666666666,ALIGNED
Hyderabad,weekday,6,95,6,343.10526315789474,0.06315789473684211,0.5416666666666666,0.5208333333333334,ALIGNED
Hyderabad,weekday,7,130,8,342.4846153846154,0.06153846153846154,0.5625,0.5,ALIGNED
Hyderabad,weekday,8,156,8,341.1730769230769,0.05128205128205128,0.6875,0.2916666666666667,ALIGNED
Hyderabad,weekday,9,152,5,343.5,0.03289473684210526,0.6145833333333334,0.125,ALIGNED
Hyderabad,weekday,10,205,11,341.22926829268295,0.05365853658536585,0.8125,0.3333333333333333,SUPPLY_GAP
Hyderabad,weekday,11,246,10,340.5243902439024,0.04065040650406504,0.875,0.14583333333333334,SUPPLY_GAP
Hyderabad,weekday,12,434,98,313.98387096774195,0.22580645161290322,0.9375,0.8125,ALIGNED
Hyderabad,weekday,13,445,110,317.8876404494382,0.24719101123595505,0.9583333333333334,0.8333333333333334,ALIGNED
Hyderabad,weekday,14,227,13,325.16299559471366,0.05726872246696035,0.8333333333333334,0.375,SUPPLY_GAP
Hyderabad,weekday,15,155,7,344.1483870967742,0.04516129032258064,0.6666666666666666,0.20833333333333334,ALIGNED
Hyderabad,weekday,16,153,9,336.77777777777777,0.058823529411764705,0.6458333333333334,0.4270833333333333,ALIGNED
Hyderabad,weekday,17,182,12,351.64285714285717,0.06593406593406594,0.7708333333333334,0.5416666666666666,ALIGNED
Hyderabad,weekday,18,294,17,327.5646258503401,0.05782312925170068,0.8958333333333334,0.3958333333333333,SUPPLY_GAP
Hyderabad,weekday,19,506,215,323.498023715415,0.424901185770751,1.0,0.875,ALIGNED
Hyderabad,weekday,20,451,195,338.5254988913525,0.43237250554323725,0.9791666666666666,0.8958333333333334,ALIGNED
Hyderabad,weekday,21,367,177,311.71389645776566,0.4822888283378747,0.9166666666666666,0.9375,ALIGNED
Hyderabad,weekday,22,171,8,337.2456140350877,0.04678362573099415,0.7291666666666666,0.25,ALIGNED
Hyderabad,weekday,23,61,3,366.59016393442624,0.04918032786885246,0.375,0.2708333333333333,ALIGNED
Hyderabad,weekend,0,12,1,405.6666666666667,0.08333333333333333,0.10416666666666667,0.6145833333333334,WASTE
Hyderabad,weekend,1,9,0,333.22222222222223,0.0,0.0625,0.052083333333333336,ALIGNED
Hyderabad,weekend,2,7,0,387.85714285714283,0.0,0.041666666666666664,0.052083333333333336,ALIGNED
Hyderabad,weekend,3,6,0,223.83333333333334,0.0,0.020833333333333332,0.052083333333333336,ALIGNED
Hyderabad,weekend,4,11,2,274.0,0.18181818181818182,0.08333333333333333,0.7916666666666666,WASTE
Hyderabad,weekend,5,34,2,368.20588235294116,0.058823529411764705,0.2708333333333333,0.4270833333333333,ALIGNED
Hyderabad,weekend,6,37,2,347.4864864864865,0.05405405405405406,0.2916666666666667,0.3541666666666667,ALIGNED
Hyderabad,weekend,7,33,0,266.6363636363636,0.0,0.22916666666666666,0.052083333333333336,ALIGNED
Hyderabad,weekend,8,48,4,284.5833333333333,0.08333333333333333,0.3333333333333333,0.6145833333333334,WASTE
Hyderabad,weekend,9,70,6,330.9714285714286,0.08571428571428572,0.4166666666666667,0.6458333333333334,WASTE
Hyderabad,weekend,10,87,6,304.3103448275862,0.06896551724137931,0.5,0.5833333333333334,WASTE
Hyderabad,weekend,11,89,4,310.5056179775281,0.0449438202247191,0.5208333333333334,0.1875,ALIGNED
Hyderabad,weekend,12,182,84,335.4340659340659,0.46153846153846156,0.7708333333333334,0.9166666666666666,ALIGNED
Hyderabad,weekend,13,162,67,333.69135802469134,0.41358024691358025,0.7083333333333334,0.8541666666666666,ALIGNED
Hyderabad,weekend,14,86,8,344.2325581395349,0.09302325581395349,0.4791666666666667,0.7083333333333334,WASTE
Hyderabad,weekend,15,66,6,312.09090909090907,0.09090909090909091,0.3958333333333333,0.6770833333333334,WASTE
Hyderabad,weekend,16,54,9,303.68518518518516,0.16666666666666666,0.3541666666666667,0.7708333333333334,WASTE
Hyderabad,weekend,17,72,9,316.69444444444446,0.125,0.4375,0.75,WASTE
Hyderabad,weekend,18,152,8,316.875,0.05263157894736842,0.6145833333333334,0.3125,ALIGNED
Hyderabad,weekend,19,232,172,327.4094827586207,0.7413793103448276,0.8541666666666666,1.0,ALIGNED
Hyderabad,weekend,20,182,134,338.467032967033,0.7362637362637363,0.7708333333333334,0.9791666666666666,ALIGNED
Hyderabad,weekend,21,143,99,331.42657342657344,0.6923076923076923,0.5833333333333334,0.9583333333333334,ALIGNED
Hyderabad,weekend,22,76,2,346.11842105263156,0.02631578947368421,0.4583333333333333,0.10416666666666667,ALIGNED
Hyderabad,weekend,23,23,1,348.8695652173913,0.043478260869565216,0.14583333333333334,0.16666666666666666,ALIGNED
Kolkata,weekday,0,18,1,375.6111111111111,0.05555555555555555,0.25,0.3333333333333333,ALIGNED
Kolkata,weekday,1,16,0,426.375,0.0,0.20833333333333334,0.07291666666666667,ALIGNED
Kolkata,weekday,2,13,3,265.3076923076923,0.23076923076923078,0.17708333333333334,0.7708333333333334,WASTE
Kolkata,weekday,3,20,0,343.75,0.0,0.2708333333333333,0.07291666666666667,ALIGNED
Kolkata,weekday,4,17,1,450.6470588235294,0.058823529411764705,0.22916666666666666,0.4375,ALIGNED
Kolkata,weekday,5,25,2,292.52,0.08,0.2916666666666667,0.5416666666666666,WASTE
Kolkata,weekday,6,52,3,333.2307692307692,0.057692307692307696,0.5208333333333334,0.3958333333333333,ALIGNED
Kolkata,weekday,7,79,4,332.53164556962025,0.05063291139240506,0.5625,0.2916666666666667,ALIGNED
Kolkata,weekday,8,85,4,324.0235294117647,0.047058823529411764,0.6041666666666666,0.20833333333333334,ALIGNED
Kolkata,weekday,9,103,8,314.873786407767,0.07766990291262135,0.7083333333333334,0.5208333333333334,ALIGNED
Kolkata,weekday,10,123,7,343.4308943089431,0.056910569105691054,0.8125,0.3541666666666667,SUPPLY_GAP
Kolkata,weekday,11,132,8,331.530303030303,0.06060606060606061,0.8541666666666666,0.4583333333333333,SUPPLY_GAP
Kolkata,weekday,12,269,73,329.14126394052045,0.27137546468401486,0.9375,0.8125,ALIGNED
Kolkata,weekday,13,289,71,336.4186851211073,0.24567474048442905,0.9583333333333334,0.7916666666666666,ALIGNED
Kolkata,weekday,14,126,6,349.35714285714283,0.047619047619047616,0.8333333333333334,0.22916666666666666,SUPPLY_GAP
Kolkata,weekday,15,97,7,308.9381443298969,0.07216494845360824,0.6666666666666666,0.4791666666666667,ALIGNED
Kolkata,weekday,16,100,4,309.79,0.04,0.6875,0.1875,ALIGNED
Kolkata,weekday,17,94,3,326.48936170212767,0.031914893617021274,0.6458333333333334,0.16666666666666666,ALIGNED
Kolkata,weekday,18,195,5,302.6666666666667,0.02564102564102564,0.8958333333333334,0.14583333333333334,SUPPLY_GAP
Kolkata,weekday,19,332,149,328.7469879518072,0.44879518072289154,1.0,0.9166666666666666,ALIGNED
Kolkata,weekday,20,295,137,320.86101694915254,0.46440677966101696,0.9791666666666666,0.9375,ALIGNED
Kolkata,weekday,21,223,98,333.60538116591925,0.43946188340807174,0.9166666666666666,0.8958333333333334,ALIGNED
Kolkata,weekday,22,121,7,316.59504132231405,0.05785123966942149,0.7916666666666666,0.4166666666666667,SUPPLY_GAP
Kolkata,weekday,23,37,3,380.4594594594595,0.08108108108108109,0.375,0.5625,WASTE
Kolkata,weekend,0,8,0,379.125,0.0,0.09375,0.07291666666666667,ALIGNED
Kolkata,weekend,1,8,1,296.5,0.125,0.09375,0.7083333333333334,WASTE
Kolkata,weekend,2,6,0,445.0,0.0,0.052083333333333336,0.07291666666666667,ALIGNED
Kolkata,weekend,3,5,0,382.6,0.0,0.020833333333333332,0.07291666666666667,ALIGNED
Kolkata,weekend,4,6,2,173.0,0.3333333333333333,0.052083333333333336,0.8333333333333334,WASTE
Kolkata,weekend,5,13,1,341.46153846153845,0.07692307692307693,0.17708333333333334,0.5,WASTE
Kolkata,weekend,6,12,1,207.91666666666666,0.08333333333333333,0.14583333333333334,0.5833333333333334,WASTE
Kolkata,weekend,7,34,4,382.79411764705884,0.11764705882352941,0.3229166666666667,0.6875,WASTE
Kolkata,weekend,8,40,2,283.6,0.05,0.4270833333333333,0.2604166666666667,ALIGNED
Kolkata,weekend,9,45,5,299.9111111111111,0.1111111111111111,0.4791666666666667,0.6666666666666666,WASTE
Kolkata,weekend,10,40,6,351.8,0.15,0.4270833333333333,0.75,WASTE
Kolkata,weekend,11,47,6,352.1276595744681,0.1276595744680851,0.5,0.7291666666666666,WASTE
Kolkata,weekend,12,105,42,316.3047619047619,0.4,0.7291666666666666,0.875,ALIGNED
Kolkata,weekend,13,136,54,314.33088235294116,0.39705882352941174,0.875,0.8541666666666666,ALIGNED
Kolkata,weekend,14,58,3,365.2241379310345,0.05172413793103448,0.5416666666666666,0.3125,ALIGNED
Kolkata,weekend,15,34,3,297.3529411764706,0.08823529411764706,0.3229166666666667,0.625,WASTE
Kolkata,weekend,16,35,2,361.0,0.05714285714285714,0.3541666666666667,0.375,ALIGNED
Kolkata,weekend,17,40,4,305.125,0.1,0.4270833333333333,0.6458333333333334,WASTE
Kolkata,weekend,18,81,7,284.2962962962963,0.08641975308641975,0.5833333333333334,0.6041666666666666,ALIGNED
Kolkata,weekend,19,110,74,324.8090909090909,0.6727272727272727,0.75,0.9791666666666666,ALIGNED
Kolkata,weekend,20,117,80,317.9059829059829,0.6837606837606838,0.7708333333333334,1.0,ALIGNED
Kolkata,weekend,21,89,56,342.7191011235955,0.6292134831460674,0.625,0.9583333333333334,ALIGNED
Kolkata,weekend,22,40,2,300.4,0.05,0.4270833333333333,0.2604166666666667,ALIGNED
Kolkata,weekend,23,11,0,228.63636363636363,0.0,0.125,0.07291666666666667,ALIGNED
Mumbai,weekday,0,47,0,327.17021276595744,0.0,0.22916666666666666,0.041666666666666664,ALIGNED
Mumbai,weekday,1,37,1,344.9189189189189,0.02702702702702703,0.1875,0.10416666666666667,ALIGNED
Mumbai,weekday,2,34,3,341.29411764705884,0.08823529411764706,0.16666666666666666,0.625,WASTE
Mumbai,weekday,3,50,3,328.02,0.06,0.2604166666666667,0.4583333333333333,ALIGNED
Mumbai,weekday,4,45,0,340.7111111111111,0.0,0.20833333333333334,0.041666666666666664,ALIGNED
Mumbai,weekday,5,98,4,333.09183673469386,0.04081632653061224,0.3333333333333333,0.20833333333333334,ALIGNED
Mumbai,weekday,6,127,3,343.09448818897636,0.023622047244094488,0.4791666666666667,0.08333333333333333,ALIGNED
Mumbai,weekday,7,180,7,348.22777777777776,0.03888888888888889,0.5625,0.16666666666666666,ALIGNED
Mumbai,weekday,8,220,6,330.2772727272727,0.02727272727272727,0.5833333333333334,0.125,ALIGNED
Mumbai,weekday,9,261,13,326.1609195402299,0.04980842911877394,0.7291666666666666,0.3541666666666667,ALIGNED
Mumbai,weekday,10,304,14,316.7171052631579,0.046052631578947366,0.8125,0.2916666666666667,SUPPLY_GAP
Mumbai,weekday,11,360,15,331.55,0.041666666666666664,0.875,0.22916666666666666,SUPPLY_GAP
Mumbai,weekday,12,671,174,330.327868852459,0.2593144560357675,0.9375,0.8125,ALIGNED
Mumbai,weekday,13,684,175,342.0131578947368,0.25584795321637427,0.9583333333333334,0.7916666666666666,ALIGNED
Mumbai,weekday,14,326,16,313.2546012269939,0.049079754601226995,0.84375,0.3333333333333333,SUPPLY_GAP
Mumbai,weekday,15,285,13,336.9017543859649,0.0456140350877193,0.7916666666666666,0.2708333333333333,SUPPLY_GAP
Mumbai,weekday,16,233,15,337.05150214592277,0.06437768240343347,0.65625,0.5,ALIGNED
Mumbai,weekday,17,233,12,313.58369098712444,0.05150214592274678,0.65625,0.3958333333333333,ALIGNED
